cve_id,vendor,product,repo_key,final_repo_key,github_url,ref_kind,source_tags,verdict,confidence,audit_reason,stored_decision_rule,stored_fitness,checked_url,final_url,http_status,github_title,github_description,recommended_action,recommended_reason,repo_action_canonical_repo_key
CVE-2022-24301,minetest,minetest,minetest@minetest,luanti-org@luanti,https://github.com/minetest/minetest/commit/3693b6871eba268ecc79b3f52d00d3cefe761131,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/minetest/minetest,https://github.com/luanti-org/luanti,200,GitHub - luanti-org/luanti: Luanti (formerly Minetest) is an open source voxel game-creation platform with easy modding and game creation · GitHub,Luanti (formerly Minetest) is an open source voxel game-creation platform with easy modding and game creation - luanti-org/luanti,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,luanti-org@luanti
CVE-2022-24737,httpie,httpie,httpie@httpie,httpie@cli,https://github.com/httpie/httpie/commit/65ab7d5caaaf2f95e61f9dd65441801c2ddee38b,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/httpie/httpie,https://github.com/httpie/cli,200,"GitHub - httpie/cli: 🥧 HTTPie CLI — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more. · GitHub","🥧 HTTPie CLI  — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more. - httpie/cli",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,httpie@cli
CVE-2022-24762,sysend.js_project,sysend.js,jcubic@sysend.js,jcubic@sysend,https://github.com/jcubic/sysend.js/commit/a24f4b776fb18191ae0f7e3d90c2c7bec459431a,commit,Patch;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/jcubic/sysend.js,https://github.com/jcubic/sysend,200,GitHub - jcubic/sysend: Web application synchronization between different tabs · GitHub,Web application synchronization between different tabs - jcubic/sysend,accept_candidate_after_canonical_alias_check,medium_likely_product_or_redirected_name_variant,jcubic@sysend
CVE-2022-24796,raspberrymatic,raspberrymatic,jens-maus@raspberrymatic,openccu@openccu,https://github.com/jens-maus/RaspberryMatic/commit/34854659a63e9fb3ad529bb413e96978c6450a53,commit,Patch;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,ref_clean_repo_score_ge_threshold,0.7173379938570534,https://github.com/jens-maus/raspberrymatic,https://github.com/OpenCCU/OpenCCU,200,"GitHub - OpenCCU/OpenCCU: :house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi & x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LXC/K8s)... · GitHub",":house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi &amp; x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LX...",keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,openccu@openccu
CVE-2022-24859,pypdf2_project,pypdf2,py-pdf@pypdf2,py-pdf@pypdf,https://github.com/py-pdf/PyPDF2/issues/329,issue,Exploit;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,ref_clean_repo_score_ge_threshold,0.8062718872423573,https://github.com/py-pdf/pypdf2,https://github.com/py-pdf/pypdf,200,"GitHub - py-pdf/pypdf: A pure-python PDF library capable of splitting, merging, cropping, and transforming the pages of PDF files · GitHub","A pure-python PDF library capable of splitting, merging, cropping, and transforming the pages of PDF files - py-pdf/pypdf",accept_candidate_after_canonical_alias_check,medium_likely_product_or_redirected_name_variant,py-pdf@pypdf
CVE-2022-25372,pritunl,pritunl-client-electron,pritunl@pritunl-client-electron,pritunl@pritunl-client,https://github.com/pritunl/pritunl-client-electron/blob/caa78d626198b6961f3f39eca2acd39064c2df96/CHANGES#L6,repo_or_file,Release Notes;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/pritunl/pritunl-client-electron,https://github.com/pritunl/pritunl-client,200,GitHub - pritunl/pritunl-client: Pritunl OpenVPN client · GitHub,Pritunl OpenVPN client. Contribute to pritunl/pritunl-client development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,pritunl@pritunl-client
CVE-2022-25568,motioneye_project,motioneye,ccrisan@motioneye,motioneye-project@motioneye,https://github.com/ccrisan/motioneye/issues/2292,issue,Issue Tracking;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6706111111111112,https://github.com/ccrisan/motioneye,https://github.com/motioneye-project/motioneye,200,GitHub - motioneye-project/motioneye: A web frontend for the motion daemon. · GitHub,A web frontend for the motion daemon. Contribute to motioneye-project/motioneye development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,motioneye-project@motioneye
CVE-2022-25876,link-preview-js_project,link-preview-js,ospfranco@link-preview-js,op-engineering@link-preview-js,https://github.com/ospfranco/link-preview-js/issues/115,issue,Exploit;Issue Tracking;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6955,https://github.com/ospfranco/link-preview-js,https://github.com/OP-Engineering/link-preview-js,200,"GitHub - OP-Engineering/link-preview-js: ⛓ Extract web links information: title, description, images, videos, etc. [via OpenGraph], runs on mobiles and node. · GitHub","⛓ Extract web links information: title, description, images, videos, etc. [via OpenGraph], runs on mobiles and node. - OP-Engineering/link-preview-js",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,op-engineering@link-preview-js
CVE-2022-25897,eclipse,milo,eclipse@milo,eclipse-milo@milo,https://github.com/eclipse/milo/commit/4534381760d7d9f0bf00cbf6a8449bb0d13c6ce5,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/eclipse/milo,https://github.com/eclipse-milo/milo,200,GitHub - eclipse-milo/milo: Eclipse Milo™ - an open source implementation of OPC UA (IEC 62541). · GitHub,Eclipse Milo™ - an open source implementation of OPC UA (IEC 62541). - eclipse-milo/milo,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,eclipse-milo@milo
CVE-2022-2595,kromit,titra,kromitgmbh@titra,titraio@titra,https://github.com/kromitgmbh/titra/commit/fe8c3cdeb70e53b9f38f1022186ab16324d332c5,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.870174919474995,https://github.com/kromitgmbh/titra,https://github.com/titraio/titra,200,GitHub - titraio/titra: titra - modern open source project time tracking for freelancers and small teams · GitHub,titra - modern open source project time tracking for freelancers and small teams - titraio/titra,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,titraio@titra
CVE-2022-25967,eta.js,eta,eta-dev@eta,bgub@eta,https://github.com/eta-dev/eta/blob/9c8e4263d3a559444a3881a85c1607bf344d0b28/src/compile-string.ts%23L21,repo_or_file,Broken Link,confirmed_product_repo_owner_diff,high,"product-repo name matches and GitHub title/description contains product identity; metadata has non-product terms, but product-repo relation is strong",score_threshold,0.972,https://github.com/eta-dev/eta,https://github.com/bgub/eta,200,"GitHub - bgub/eta: Embedded JS template engine for Node, Deno, and the browser. Lighweight, fast, and pluggable. Written in TypeScript · GitHub","Embedded JS template engine for Node, Deno, and the browser. Lighweight, fast, and pluggable. Written in TypeScript - bgub/eta",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,bgub@eta
CVE-2022-26332,cipi,cipi,andreapollastri@cipi,cipi-sh@cipi,https://github.com/andreapollastri/cipi/releases,repo_or_file,Release Notes;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6873333333333334,https://github.com/andreapollastri/cipi,https://github.com/cipi-sh/cipi,200,GitHub - cipi-sh/cipi: Easy Laravel Deployments · GitHub,Easy Laravel Deployments. Contribute to cipi-sh/cipi development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,cipi-sh@cipi
CVE-2022-26533,alistgo,alist,xhofe@alist,alistgo@alist,https://github.com/Xhofe/alist/issues/645,issue,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/xhofe/alist,https://github.com/AlistGo/alist,200,"GitHub - AlistGo/alist: 🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。 · GitHub","🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。 - AlistGo/alist",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,alistgo@alist
CVE-2022-27651,buildah_project,buildah,containers@buildah,podman-container-tools@buildah,https://github.com/containers/buildah/commit/e7e55c988c05dd74005184ceb64f097a0cfe645b,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6675,https://github.com/containers/buildah,https://github.com/podman-container-tools/buildah,200,GitHub - podman-container-tools/buildah: A tool that facilitates building OCI images. · GitHub,A tool that facilitates building OCI images. Contribute to podman-container-tools/buildah development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,podman-container-tools@buildah
CVE-2022-28919,dokuwiki,dokuwiki,splitbrain@dokuwiki,dokuwiki@dokuwiki,https://github.com/splitbrain/dokuwiki/issues/3651,issue,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.678,https://github.com/splitbrain/dokuwiki,https://github.com/dokuwiki/dokuwiki,200,GitHub - dokuwiki/dokuwiki: The DokuWiki Open Source Wiki Engine · GitHub,The DokuWiki Open Source Wiki Engine. Contribute to dokuwiki/dokuwiki development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,dokuwiki@dokuwiki
CVE-2022-29154,samba,rsync,wayned@rsync,rsyncproject@rsync,https://github.com/WayneD/rsync/tags,repo_or_file,Release Notes;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6966666666666667,https://github.com/wayned/rsync,https://github.com/RsyncProject/rsync,200,GitHub - RsyncProject/rsync: An open source utility that provides fast incremental file transfer. It also has useful features for backup and restore operations among many other use cases. · GitHub,An open source utility that provides fast incremental file transfer. It also has useful features for backup and restore operations among many other use cases. - RsyncProject/rsync,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,rsyncproject@rsync
CVE-2022-29351,tiddlywiki,tiddlywiki5,jermolene@tiddlywiki5,tiddlywiki@tiddlywiki5,https://github.com/Jermolene/TiddlyWiki5,repo_or_file,Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/jermolene/tiddlywiki5,https://github.com/TiddlyWiki/TiddlyWiki5,200,"GitHub - TiddlyWiki/TiddlyWiki5: A self-contained JavaScript wiki for the browser, Node.js, AWS Lambda etc. · GitHub","A self-contained JavaScript wiki for the browser, Node.js, AWS Lambda etc. - TiddlyWiki/TiddlyWiki5",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,tiddlywiki@tiddlywiki5
CVE-2022-2997,snipeitapp,snipe-it,snipe@snipe-it,grokability@snipe-it,https://github.com/snipe/snipe-it/commit/6fde72a69335c80079363b7d26aa94e7f67400e1,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.8366666666666667,https://github.com/snipe/snipe-it,https://github.com/grokability/snipe-it,200,GitHub - grokability/snipe-it: A free open source IT asset/license management system · GitHub,A free open source IT asset/license management system - grokability/snipe-it,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,grokability@snipe-it
CVE-2022-3035,snipeitapp,snipe-it,snipe@snipe-it,grokability@snipe-it,https://github.com/snipe/snipe-it/commit/9cf5f30c77df6ab60baab1c0e6bb0b4e773f0eae,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.8366666666666667,https://github.com/snipe/snipe-it,https://github.com/grokability/snipe-it,200,GitHub - grokability/snipe-it: A free open source IT asset/license management system · GitHub,A free open source IT asset/license management system - grokability/snipe-it,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,grokability@snipe-it
CVE-2022-30591,quic-go_project,quic-go,lucas-clemente@quic-go,quic-go@quic-go,https://github.com/lucas-clemente/quic-go/blob/84e03e59760ceee37359688871bb0688fcc4e98f/mtu_discoverer.go,repo_or_file,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6610384615384616,https://github.com/lucas-clemente/quic-go,https://github.com/quic-go/quic-go,200,GitHub - quic-go/quic-go: A production-ready QUIC implementation in pure Go · GitHub,A production-ready QUIC implementation in pure Go. Contribute to quic-go/quic-go development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,quic-go@quic-go
CVE-2022-30852,withknown,known,idno@known,idno@idno,https://github.com/idno/known,repo_or_file,Product;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,ref_clean_repo_score_ge_threshold,0.7576220234995685,https://github.com/idno/known,https://github.com/idno/idno,200,GitHub - idno/idno: A social publishing platform. · GitHub,A social publishing platform. Contribute to idno/idno development by creating an account on GitHub.,accept_candidate_after_canonical_alias_check,medium_likely_product_or_redirected_name_variant,idno@idno
CVE-2022-31006,linuxfoundation,indy-node,hyperledger@indy-node,hyperledger-indy@indy-node,https://github.com/hyperledger/indy-node/commit/53a2a1bf1a26cb8ba710fd6adc8bcf275186a4b3,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6686666666666666,https://github.com/hyperledger/indy-node,https://github.com/hyperledger-indy/indy-node,200,GitHub - hyperledger-indy/indy-node: The server portion of a distributed ledger purpose-built for decentralized identity. · GitHub,The server portion of a distributed ledger purpose-built for decentralized identity. - hyperledger-indy/indy-node,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,hyperledger-indy@indy-node
CVE-2022-31020,linuxfoundation,indy-node,hyperledger@indy-node,hyperledger-indy@indy-node,https://github.com/hyperledger/indy-node/commit/fe507474f77084faef4539101e2bbb4d508a97f5,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6686666666666666,https://github.com/hyperledger/indy-node,https://github.com/hyperledger-indy/indy-node,200,GitHub - hyperledger-indy/indy-node: The server portion of a distributed ledger purpose-built for decentralized identity. · GitHub,The server portion of a distributed ledger purpose-built for decentralized identity. - hyperledger-indy/indy-node,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,hyperledger-indy@indy-node
CVE-2022-31026,trilogy_project,trilogy,github@trilogy,trilogy-libraries@trilogy,https://github.com/github/trilogy/commit/6bed62789eaf119902b0fe247d2a91d56c31a962,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6795,https://github.com/github/trilogy,https://github.com/trilogy-libraries/trilogy,200,"GitHub - trilogy-libraries/trilogy: Trilogy is a client library for MySQL-compatible database servers, designed for performance, flexibility, and ease of embedding. · GitHub","Trilogy is a client library for MySQL-compatible database servers, designed for performance, flexibility, and ease of embedding. - trilogy-libraries/trilogy",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,trilogy-libraries@trilogy
CVE-2022-31029,pi-hole,adminlte,pi-hole@adminlte,pi-hole@web,https://github.com/pi-hole/AdminLTE/commit/b07372bd426ca8111824a0244dc89d07a7243509,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/pi-hole/adminlte,https://github.com/pi-hole/web,200,GitHub - pi-hole/web: Pi-hole Dashboard for stats and more · GitHub,Pi-hole Dashboard for stats and more. Contribute to pi-hole/web development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,pi-hole@web
CVE-2022-31125,roxy-wi,roxy-wi,hap-wi@roxy-wi,roxy-wi@roxy-wi,https://github.com/hap-wi/roxy-wi/security/advisories/GHSA-hr76-3hxp-5mm3,repo_or_file,Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.7589858091758319,https://github.com/hap-wi/roxy-wi,https://github.com/roxy-wi/roxy-wi,200,"GitHub - roxy-wi/roxy-wi: Web interface for managing Haproxy, Nginx, Apache and Keepalived servers · GitHub","Web interface for managing Haproxy, Nginx, Apache and Keepalived servers - roxy-wi/roxy-wi",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,roxy-wi@roxy-wi
CVE-2022-31126,roxy-wi,roxy-wi,hap-wi@roxy-wi,roxy-wi@roxy-wi,https://github.com/hap-wi/roxy-wi/security/advisories/GHSA-mh86-878h-43c9,repo_or_file,Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.7589858091758319,https://github.com/hap-wi/roxy-wi,https://github.com/roxy-wi/roxy-wi,200,"GitHub - roxy-wi/roxy-wi: Web interface for managing Haproxy, Nginx, Apache and Keepalived servers · GitHub","Web interface for managing Haproxy, Nginx, Apache and Keepalived servers - roxy-wi/roxy-wi",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,roxy-wi@roxy-wi
CVE-2022-31137,roxy-wi,roxy-wi,hap-wi@roxy-wi,roxy-wi@roxy-wi,https://github.com/hap-wi/roxy-wi/commit/82666df1e60c45dd6aa533b01a392f015d32f755,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.7589858091758319,https://github.com/hap-wi/roxy-wi,https://github.com/roxy-wi/roxy-wi,200,"GitHub - roxy-wi/roxy-wi: Web interface for managing Haproxy, Nginx, Apache and Keepalived servers · GitHub","Web interface for managing Haproxy, Nginx, Apache and Keepalived servers - roxy-wi/roxy-wi",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,roxy-wi@roxy-wi
CVE-2022-31161,roxy-wi,roxy-wi,hap-wi@roxy-wi,roxy-wi@roxy-wi,https://github.com/hap-wi/roxy-wi/releases/tag/v6.1.1.0,release_tag,Release Notes;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.7589858091758319,https://github.com/hap-wi/roxy-wi,https://github.com/roxy-wi/roxy-wi,200,"GitHub - roxy-wi/roxy-wi: Web interface for managing Haproxy, Nginx, Apache and Keepalived servers · GitHub","Web interface for managing Haproxy, Nginx, Apache and Keepalived servers - roxy-wi/roxy-wi",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,roxy-wi@roxy-wi
CVE-2022-3123,dokuwiki,dokuwiki,splitbrain@dokuwiki,dokuwiki@dokuwiki,https://github.com/splitbrain/dokuwiki/commit/63e9a247c072008a031f9db39fa496f6aca489b6,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.678,https://github.com/splitbrain/dokuwiki,https://github.com/dokuwiki/dokuwiki,200,GitHub - dokuwiki/dokuwiki: The DokuWiki Open Source Wiki Engine · GitHub,The DokuWiki Open Source Wiki Engine. Contribute to dokuwiki/dokuwiki development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,dokuwiki@dokuwiki
CVE-2022-31267,gitblit,gitblit,gitblit@gitblit,gitblit-org@gitblit,https://github.com/gitblit/gitblit/issues/1410,issue,Exploit;Issue Tracking;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/gitblit/gitblit,https://github.com/gitblit-org/gitblit,200,GitHub - gitblit-org/gitblit: pure java git solution · GitHub,pure java git solution. Contribute to gitblit-org/gitblit development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,gitblit-org@gitblit
CVE-2022-31290,withknown,known,idno@known,idno@idno,https://github.com/idno/known,repo_or_file,Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,ref_clean_repo_score_ge_threshold,0.7576220234995685,https://github.com/idno/known,https://github.com/idno/idno,200,GitHub - idno/idno: A social publishing platform. · GitHub,A social publishing platform. Contribute to idno/idno development by creating an account on GitHub.,accept_candidate_after_canonical_alias_check,medium_likely_product_or_redirected_name_variant,idno@idno
CVE-2022-31677,vmware,pinniped,vmware-tanzu@pinniped,vmware@pinniped,https://github.com/vmware-tanzu/pinniped/security/advisories/GHSA-rp4v-hhm6-rcv9,repo_or_file,Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.852224747410331,https://github.com/vmware-tanzu/pinniped,https://github.com/vmware/pinniped,200,"GitHub - vmware/pinniped: Pinniped is the easy, secure way to log in to your Kubernetes clusters. · GitHub","Pinniped is the easy, secure way to log in to your Kubernetes clusters. - vmware/pinniped",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,vmware@pinniped
CVE-2022-3173,snipeitapp,snipe-it,snipe@snipe-it,grokability@snipe-it,https://github.com/snipe/snipe-it/commit/dcab1381e7ee0b7fd1df3a34750dbff4b79185b2,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.8366666666666667,https://github.com/snipe/snipe-it,https://github.com/grokability/snipe-it,200,GitHub - grokability/snipe-it: A free open source IT asset/license management system · GitHub,A free open source IT asset/license management system - grokability/snipe-it,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,grokability@snipe-it
CVE-2022-32115,withknown,known,idno@known,idno@idno,https://github.com/idno/known,repo_or_file,Product;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,ref_clean_repo_score_ge_threshold,0.7576220234995685,https://github.com/idno/known,https://github.com/idno/idno,200,GitHub - idno/idno: A social publishing platform. · GitHub,A social publishing platform. Contribute to idno/idno development by creating an account on GitHub.,accept_candidate_after_canonical_alias_check,medium_likely_product_or_redirected_name_variant,idno@idno
CVE-2022-33011,withknown,known,idno@known,idno@idno,https://github.com/idno/known,repo_or_file,Product;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,ref_clean_repo_score_ge_threshold,0.7576220234995685,https://github.com/idno/known,https://github.com/idno/idno,200,GitHub - idno/idno: A social publishing platform. · GitHub,A social publishing platform. Contribute to idno/idno development by creating an account on GitHub.,accept_candidate_after_canonical_alias_check,medium_likely_product_or_redirected_name_variant,idno@idno
CVE-2022-33069,soliditylang,solidity,ethereum@solidity,argotorg@solidity,https://github.com/ethereum/solidity/issues/12973,issue,Exploit;Issue Tracking;Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/ethereum/solidity,https://github.com/argotorg/solidity,200,"GitHub - argotorg/solidity: Solidity, the Smart Contract Programming Language · GitHub","Solidity, the Smart Contract Programming Language. Contribute to argotorg/solidity development by creating an account on GitHub.",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,argotorg@solidity
CVE-2022-34132,jorani,jorani,bbalet@jorani,jorani@jorani,https://github.com/bbalet/jorani/commit/c5c42e29e6a9e59a3c82450bef48b67b8dd48333,commit,Patch,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/bbalet/jorani,https://github.com/jorani/jorani,200,GitHub - jorani/jorani: Leave and Overtime Management System · GitHub,Leave and Overtime Management System. Contribute to jorani/jorani development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jorani@jorani
CVE-2022-34133,jorani,jorani,bbalet@jorani,jorani@jorani,https://github.com/bbalet/jorani/commit/3d01cef4ee9cdd70cfe1ac4fd7f5d607dda0d0ca,commit,Patch,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/bbalet/jorani,https://github.com/jorani/jorani,200,GitHub - jorani/jorani: Leave and Overtime Management System · GitHub,Leave and Overtime Management System. Contribute to jorani/jorani development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jorani@jorani
CVE-2022-34134,jorani,jorani,bbalet@jorani,jorani@jorani,https://github.com/bbalet/jorani/commit/299b5a3a66add4ac643e3ba78ada4d9637c8baff,commit,Patch,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/bbalet/jorani,https://github.com/jorani/jorani,200,GitHub - jorani/jorani: Leave and Overtime Management System · GitHub,Leave and Overtime Management System. Contribute to jorani/jorani development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jorani@jorani
CVE-2022-35080,swftools,swftools,matthiaskramm@swftools,swftools@swftools,https://github.com/matthiaskramm/swftools/issues/183,issue,Exploit;Issue Tracking;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6930769230769231,https://github.com/matthiaskramm/swftools,https://github.com/swftools/swftools,200,GitHub - swftools/swftools: Utilities for editing and generating Adobe Flash (SWF) files. · GitHub,Utilities for editing and generating Adobe Flash (SWF) files. - swftools/swftools,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,swftools@swftools
